Program,HH_Composition,HH_Income,Housing_Cost,Education_Track,Gentrification,Graduated,Education_TrackY
REG,4,9000,21648,,3,0,0
REG,4,9000,21648,,3,0,0
REG,2,25333,14208,,4,0,0
PHRR,4,23107,20388,,4,0,0
PHRR,4,23107,20388,,4,0,0
REG,7,32254,19632,,3,0,0
REG,7,32254,19632,,3,0,0
REG,2,4004,20256,,3,0,0
REG,2,17056,14316,,4,0,0
FUPF,3,2820,16188,,3,0,0
REG,2,20108,15228,,4,0,0
REG,1,7072,13884,,4,0,0
FUPF,6,20688,20604,,4,0,0
FUPF,6,20688,20604,,4,0,0
PHRR,3,17794,16764,,2,0,0
REG,4,13464,15912,,4,0,0
REG,3,32794,14532,,4,0,0
REG,3,28376,14928,,3,0,0
REG,3,19567,29688,,0,0,0
REG,2,47054,19272,,4,0,0
REG,2,47054,19272,,4,0,0
REG,4,48270,17580,,1,0,0
REG,4,48270,17580,,1,0,0
REG,2,10556,16968,Job Placement for Long Term Unemployed; Job Skills Training,0,0,1
HOPE6,1,18598,15564,,4,0,0
REG,4,30751,26808,,0,0,0
REG,3,30381,21708,,2,0,0
REG,3,30381,21708,,2,0,0
REG,3,35548,20208,,0,0,0
REG,4,28835,14376,GED Preparation,4,0,1
REG,4,28835,14376,Job Placement for Long Term Unemployed,4,0,1
REG,4,28835,14376,Workforce Development Training,4,0,1
REG,4,28835,14376,,4,0,0
REG,4,28835,14376,,4,0,0
FLOW,2,0,13308,,4,0,0
REG,2,16196,13608,,3,0,0
REG,5,26505,22104,,4,0,0
REG,4,38123,17904,,4,0,0
REG,3,14844,13872,,2,0,0
REG,4,12067,15960,Job Placement for Long Term Unemployed,2,0,1
REG,4,12067,15960,Job Placement for Long Term Unemployed,2,0,1
REG,7,102914,24636,,2,0,0
REG,7,102914,24636,,2,0,0
REG,7,102914,24636,,2,0,0
REG,7,102914,24636,,2,0,0
REG,7,102914,24636,,2,0,0
REG,7,102914,24636,,2,0,0
REG,4,10400,21924,,2,0,0
FUPF,3,13496,15912,,4,0,0
FUPF,3,13496,15912,,4,0,0
FLOW,4,17799,17364,Job Placement for Long Term Unemployed,4,0,1
REG,5,29093,22584,,4,0,0
REG,4,13260,14328,,4,0,0
PHRR,2,24148,19872,,4,0,0
REG,4,36180,16836,,4,0,0
REG,2,16224,27996,,1,0,0
REG,1,9984,10200,,4,0,0
REG,4,16896,15000,,4,0,0
REG,2,26203,18540,,4,0,0
REG,3,13524,19860,,3,0,0
PHRR,4,34260,12228,,4,0,0
PHRR,4,34260,12228,,4,0,0
PHRR,3,25184,20472,,2,0,0
PHRR,3,25184,20472,,2,0,0
REG,5,24784,34608,,2,0,0
REG,7,24146,21540,,4,0,0
HOPE6,3,48779,22776,,4,0,0
HOPE6,3,48779,22776,,4,0,0
REG,2,21444,24348,,0,0,0
REG,6,32195,26748,,3,0,0
REG,2,14560,13128,,4,0,0
REG,1,29583,12696,,3,0,0
PHRR,2,16794,14916,Job Placement for Long Term Unemployed; Good Neighbor Program (Current),4,0,1
PHRR,2,16794,14916,Job Placement for Long Term Unemployed; Good Neighbor Program (Current),4,0,1
REG,3,31788,23364,,4,0,0
REG,3,31788,23364,,4,0,0
REG,1,31066,14208,,4,0,0
REG,3,32131,16776,,4,0,0
PHRR,3,9000,23484,,4,0,0
PHRR,3,9000,23484,,4,0,0
REG,6,25434,25308,,4,0,0
REG,6,25434,25308,,4,0,0
REG,6,25434,25308,,4,0,0
REG,3,40392,22944,,4,0,0
REG,3,40392,22944,,4,0,0
FUPF,2,22242,14688,,4,0,0
REG,2,20748,14916,,4,0,0
REG,1,35360,14748,,4,0,0
PHRR,3,15010,15132,,4,0,0
PHRR,3,15010,15132,,4,0,0
REG,2,14209,24936,,4,0,0
REG,2,14209,24936,,4,0,0
REG,4,11000,22044,Employment Prep Placement and Retention Services,3,0,1
REG,4,11000,22044,Workforce Development Training,3,0,1
REG,4,11000,22044,,3,0,0
REG,4,11000,22044,,3,0,0
PHRR,2,11700,15132,,4,0,0
FUPF,3,22928,12480,,3,0,0
FUPF,3,22928,12480,,3,0,0
REG,10,25891,35712,Adult Literacy,2,0,1
REG,3,25661,19452,Job Placement for Long Term Unemployed,4,0,1
REG,3,25661,19452,,4,0,0
PHRR,2,13300,22644,,2,0,0
SPHVS,4,10400,20028,,4,0,0
REG,4,22775,18540,,4,0,0
REG,4,22775,18540,,4,0,0
REG,4,22775,18540,,4,0,0
REG,4,22775,18540,,4,0,0
REG,8,21550,20484,,3,0,0
REG,8,21550,20484,,3,0,0
REG,2,24765,22596,,4,0,0
REG,3,22904,25776,,4,0,0
REG,3,22904,25776,,4,0,0
REG,3,22904,25776,,4,0,0
REG,1,0,17256,,1,0,0
REG,2,28932,17892,,4,0,0
PHRR,6,20955,25788,GED Preparation,4,0,1
PHRR,6,20955,25788,,4,0,0
REG,2,21578,14820,,4,0,0
REG,4,37898,22272,,3,0,0
REG,4,37898,22272,,3,0,0
REG,4,24967,24600,,2,0,0
REG,1,20948,21312,,0,0,0
REG,2,9425,12084,,2,0,0
REG,4,41417,19176,,4,0,0
REG,4,41417,19176,,4,0,0
REG,2,37356,15300,Job Placement for Long Term Unemployed,3,0,1
REG,2,37356,15300,,3,0,0
REG,2,23510,11076,,3,0,0
FLOW,2,0,16968,,0,0,0
PHRR,5,33692,20280,,3,0,0
REG,4,30423,23004,,3,0,0
REG,4,30423,23004,,3,0,0
HOPE6,1,6000,12084,GED Preparation,3,0,1
HOPE6,1,6000,12084,Behavioral Health Counseling and Services,3,0,1
HOPE6,1,6000,12084,,3,0,0
REG,6,18090,17364,,4,0,0
REG,2,45514,16344,Job Placement for Long Term Unemployed,3,0,1
PHRR,4,35243,21564,,3,0,0
REG,4,18980,20592,,1,0,0
FUPF,5,30242,26052,,4,0,0
FUPF,5,30242,26052,,4,0,0
NED,4,13728,21564,,4,0,0
NED,4,13728,21564,,4,0,0
NED,4,13728,21564,,4,0,0
REG,2,13640,11388,,4,0,0
PHRR,2,41574,16116,Workforce Development Training,3,0,1
PHRR,2,41574,16116,Workforce Development Training,3,0,1
REG,1,19240,14280,,4,0,0
REG,5,23141,26436,,3,0,0
REG,4,7748,18828,,2,0,0
REG,4,7748,18828,,2,0,0
REG,3,39824,18840,,1,0,0
REG,3,39824,18840,,1,0,0
REG,3,39824,18840,,1,0,0
REG,1,32157,10896,,4,0,0
REG,3,14906,22164,,3,0,0
REG,5,46321,22032,,2,0,0
REG,4,18063,19908,,3,0,0
REG,2,21729,23748,,4,0,0
REG,2,17513,14928,,3,0,0
REG,4,16322,22272,,4,0,0
REG,4,16322,22272,,4,0,0
HOPE6,7,17449,25476,,4,0,0
HOPE6,7,17449,25476,,4,0,0
HOPE6,7,17449,25476,,4,0,0
PHRR,3,11180,19656,,4,0,0
PHRR,3,41812,21876,GED Preparation; Job Skills Training,3,0,1
PHRR,3,41812,21876,,3,0,0
FLOW,3,24802,23640,,4,0,0
REG,8,22141,32496,,4,0,0
REG,3,21112,19836,,4,0,0
REG,3,21112,19836,,4,0,0
REG,1,32790,10728,,4,0,0
REG,4,13260,23196,Job Placement for Long Term Unemployed,3,0,1
REG,4,13260,23196,,3,0,0
REG,4,13260,23196,,3,0,0
REG,2,20366,14208,,4,0,0
PHRR,4,40710,19176,,3,0,0
PHRR,4,40710,19176,,3,0,0
REG,2,37468,16404,,3,0,0
NED,5,35361,31392,,4,0,0
NED,5,35361,31392,,4,0,0
NED,5,35361,31392,,4,0,0
REG,3,25267,19872,,2,0,0
REG,3,25267,19872,,2,0,0
REG,2,44720,17676,,3,0,0
REG,2,44720,17676,,3,0,0
REG,4,20904,22776,,4,0,0
REG,5,0,22608,,4,0,0
REG,5,0,22608,,4,0,0
REG,5,0,22608,,4,0,0
REG,3,16694,17976,,3,0,0
REG,3,16694,17976,,3,0,0
FUPF,2,9396,13284,GED Preparation,3,0,1
REG,3,14049,21060,,3,0,0
REG,4,32549,20976,,4,0,0
REG,3,20706,10932,,4,0,0
PHRR,4,20772,19764,Job Skills Training,4,0,1
PHRR,4,20772,19764,,4,0,0
PHRR,4,20772,19764,,4,0,0
REG,3,21255,23712,,4,0,0
REG,3,21255,23712,,4,0,0
REG,4,17160,10956,,4,0,0
REG,3,21617,20376,,3,0,0
FUPF,6,9833,20700,,3,0,0
FLOW,3,0,23232,,0,0,0
REG,2,18362,16188,,3,0,0
REG,2,18362,16188,,3,0,0
REG,1,15808,13356,,4,0,0
REG,1,28357,16608,,4,0,0
REG,4,22585,11388,,4,0,0
REG,3,19520,13128,,4,0,0
REG,5,24528,20472,,3,0,0
REG,2,8316,14208,,4,0,0
REG,1,17178,10200,Job Placement for Long Term Unemployed,4,0,1
REG,1,17178,10200,Job Placement for Long Term Unemployed,4,0,1
REG,2,8952,13956,,4,0,0
PHRR,4,17221,15636,GED Preparation,4,0,1
PHRR,4,17221,15636,Job Placement for Long Term Unemployed,4,0,1
PHRR,4,17221,15636,,4,0,0
REG,2,16477,16716,,4,0,0
REG,2,16477,16716,,4,0,0
REG,1,0,11076,,4,0,0
REG,5,21537,28824,,3,0,0
REG,5,21537,28824,,3,0,0
FUPF,1,17930,12336,,4,0,0
PHRR,1,13104,13956,,4,0,0
REG,2,0,18588,Senior Services,4,0,1
REG,2,0,18588,Adult Literacy,4,0,1
REG,2,0,18588,,4,0,0
HOPE6,5,31056,27792,,4,0,0
PHRR,1,25186,13128,,3,0,0
REG,2,10400,11076,Employment Prep Placement and Retention Services,3,0,1
REG,2,10400,11076,Employment Prep Placement and Retention Services,3,0,1
REG,2,10400,11076,,3,0,0
REG,3,31420,15144,,2,0,0
REG,3,31420,15144,,2,0,0
REG,3,51982,17988,,3,0,0
REG,3,51982,17988,,3,0,0
PHRR,3,37848,21636,,3,0,0
REG,3,42297,23304,,3,0,0
REG,2,44749,27504,,3,0,0
REG,3,26007,19200,,4,0,0
REG,2,2100,19944,Employment Prep Placement and Retention Services,1,0,1
REG,4,1200,18564,,2,0,0
REG,4,19116,19560,,2,0,0
FUPF,4,21342,19272,,3,0,0
REG,6,37200,23172,,4,0,0
REG,2,27972,13872,,3,0,0
PHRR,3,40976,18792,,4,0,0
REG,6,35785,20412,,3,0,0
REG,4,43210,25476,,4,0,0
REG,4,43210,25476,,4,0,0
REG,8,31076,23352,,4,0,0
REG,1,11856,18756,Job Placement for Long Term Unemployed,4,0,1
REG,2,21632,18192,,4,0,0
REG,1,18312,11028,,3,0,0
REG,1,21839,10584,,3,0,0
REG,3,18252,16140,,3,0,0
REG,1,32136,11748,,4,0,0
REG,6,37930,26808,,4,0,0
REG,6,37930,26808,,4,0,0
REG,1,16960,9684,,3,0,0
REG,1,9360,15732,,4,0,0
PHRR,2,18753,15900,,4,0,0
PHRR,3,23920,19452,,4,0,0
REG,2,18200,25836,,4,0,0
REG,4,21001,17304,,4,0,0
REG,2,26312,23988,,3,0,0
REG,3,11000,15612,,4,0,0
REG,1,10764,13596,,4,0,0
REG,2,7461,14808,Behavioral Health Counseling and Services,4,0,1
REG,4,12064,17064,Job Skills Training,4,0,1
REG,2,24960,16188,,3,0,0
REG,2,24960,16188,,3,0,0
REG,2,19677,16968,,4,0,0
REG,3,18756,13332,,4,0,0
REG,1,20157,13896,,2,0,0
SPHVS,6,20363,34932,,0,0,0
REG,2,0,14688,,4,0,0
REG,2,10816,17532,,4,0,0
REG,2,10816,17532,,4,0,0
PHRR,8,19834,30372,Adult Literacy,3,0,1
PHRR,8,19834,30372,Workforce Development Training,3,0,1
PHRR,8,19834,30372,Workforce Development Training,3,0,1
PHRR,8,19834,30372,,3,0,0
PHRR,3,12028,18408,,4,0,0
REG,4,21747,12732,,4,0,0
REG,4,21747,12732,,4,0,0
REG,6,40833,23208,,4,0,0
REG,6,40833,23208,,4,0,0
REG,6,40833,23208,,4,0,0
REG,6,40833,23208,,4,0,0
REG,6,40833,23208,,4,0,0
REG,1,22533,12192,Job Skills Training,3,0,1
REG,1,22533,12192,GED Preparation,3,0,1
REG,2,31668,14496,,3,0,0
REG,3,19897,17868,,4,0,0
REG,3,19897,17868,,4,0,0
REG,4,46212,13284,,3,0,0
REG,3,24962,19164,Job Placement for Long Term Unemployed,4,0,1
REG,2,14040,10728,,4,0,0
REG,3,0,20964,,3,0,0
PHRR,6,36921,24540,,3,0,0
FUPF,7,23265,25128,,4,0,0
REG,8,22354,25356,,4,0,0
REG,1,10088,21756,,1,0,0
REG,5,19056,18480,,4,0,0
REG,4,20024,21864,,4,0,0
REG,4,20024,21864,,4,0,0
REG,4,20024,21864,,4,0,0
REG,1,30716,11496,,4,0,0
REG,2,11778,13632,,4,0,0
FUPF,4,19760,20280,,4,0,0
REG,2,18379,29208,,1,0,0
REG,2,18379,29208,,1,0,0
HOPE6,3,24000,21072,,4,0,0
HOPE6,3,24000,21072,,4,0,0
HOPE6,3,24000,21072,,4,0,0
REG,6,29121,25440,Job Placement for Long Term Unemployed,3,0,1
REG,6,29121,25440,Employment Prep Placement and Retention Services,3,0,1
REG,6,29121,25440,,3,0,0
REG,6,29121,25440,,3,0,0
FLOW,3,21146,16380,,4,0,0
REG,2,3874,13152,,4,0,0
REG,3,30172,22896,,4,0,0
REG,5,25923,21600,,3,0,0
REG,5,16024,17892,Job Placement for Long Term Unemployed,3,0,1
REG,5,16024,17892,,3,0,0
REG,5,16024,17892,,3,0,0
REG,3,16962,19788,,4,0,0
REG,2,22100,12036,,4,0,0
FUPF,7,43374,27060,,2,0,0
FUPF,7,43374,27060,,2,0,0
PHRR,1,9516,17328,,4,0,0
REG,3,19049,20988,,4,0,0
REG,5,26816,19692,,4,0,0
REG,1,17577,13896,,2,0,0
REG,3,15857,24000,,4,0,0
REG,1,12497,24540,Job Placement for Long Term Unemployed,3,0,1
REG,2,13909,16968,,4,0,0
REG,2,13909,16968,,4,0,0
REG,2,25436,11040,Behavioral Health Counseling and Services,4,0,1
REG,2,25436,11040,,4,0,0
REG,4,24358,20472,,4,0,0
REG,3,18200,13560,,4,0,0
REG,6,24302,26808,,4,0,0
REG,5,26785,19212,,4,0,0
REG,5,26785,19212,,4,0,0
REG,5,26785,19212,,4,0,0
REG,3,28760,20832,,4,0,0
REG,3,15458,20472,,4,0,0
REG,5,27829,26076,,4,0,0
REG,5,27829,26076,,4,0,0
REG,5,27829,26076,,4,0,0
REG,5,24811,20508,,4,0,0
REG,5,24811,20508,,4,0,0
REG,5,24811,20508,,4,0,0
PHRR,2,16958,11028,,4,0,0
REG,1,11227,20484,,3,0,0
SPHVS,4,6084,11628,,4,0,0
SPHVS,4,6084,11628,,4,0,0
FUPF,3,14976,14472,,4,0,0
REG,4,17436,14328,,2,0,0
PHRR,2,15752,12408,GED Preparation,4,0,1
REG,3,19954,16128,,4,0,0
REG,3,20918,21624,,3,0,0
REG,2,15210,14028,,4,0,0
REG,2,36965,14928,Adult Literacy,3,0,1
REG,2,36965,14928,Job Placement for Long Term Unemployed,3,0,1
FUPF,2,18980,25788,,0,0,0
REG,2,26357,19908,,4,0,0
REG,1,22165,11640,,4,0,0
REG,4,22880,22740,,4,0,0
REG,4,20800,22584,,4,0,0
REG,4,20800,22584,,4,0,0
REG,4,20800,22584,,4,0,0
REG,2,23424,18228,,1,0,0
REG,2,20280,15096,,2,0,0
REG,5,43191,19740,Job Placement for Long Term Unemployed,4,0,1
REG,5,43191,19740,Workforce Development Training,4,0,1
REG,5,43191,19740,Workforce Development Training,4,0,1
REG,5,43191,19740,,4,0,0
REG,5,43191,19740,,4,0,0
REG,2,8060,11784,,4,0,0
REG,4,7932,17064,,4,0,0
REG,3,17625,16320,,2,0,0
REG,4,14664,17268,,2,0,0
REG,4,14664,17268,,2,0,0
REG,4,21675,30036,Adult Literacy,4,0,1
REG,4,21675,30036,,4,0,0
PHRR,5,21149,17724,,4,0,0
PHRR,5,21149,17724,,4,0,0
PHRR,5,21149,17724,,4,0,0
REG,2,18980,14676,,3,0,0
REG,3,28080,16356,,3,0,0
REG,4,44050,13524,,4,0,0
PHRR,9,17837,35316,,4,0,0
PHRR,9,17837,35316,,4,0,0
REG,1,23138,12636,,4,0,0
REG,2,14452,14916,Job Skills Training,4,0,1
REG,2,31038,13404,,3,0,0
FLOW,3,18792,23964,,4,0,0
REG,3,2535,26784,,1,0,0
REG,7,29956,15324,,2,0,0
PHRR,2,8320,12396,,4,0,0
REG,3,23778,18384,,4,0,0
REG,1,25276,11376,,4,0,0
REG,6,17598,43140,,2,0,0
REG,3,41513,21564,,3,0,0
REG,3,31019,17988,,4,0,0
REG,3,10992,21240,,2,0,0
REG,1,11371,15156,,4,0,0
REG,3,32085,20028,,3,0,0
REG,3,32085,20028,,3,0,0
REG,2,12556,14616,Employment Prep Placement and Retention Services,4,0,1
REG,2,12556,14616,,4,0,0
REG,8,37145,22008,,4,0,0
REG,3,20160,19632,,4,0,0
REG,3,31891,12696,,4,0,0
REG,2,6143,17820,,4,0,0
REG,2,30579,18192,,4,0,0
PHRR,4,22528,18024,,4,0,0
REG,4,20500,19764,,4,0,0
REG,4,20500,19764,,4,0,0
REG,2,0,20532,Job Placement for Long Term Unemployed,4,0,1
REG,6,0,24372,,3,0,0
REG,6,0,24372,,3,0,0
REG,2,27745,13308,,4,0,0
REG,4,25623,21876,,4,0,0
REG,4,25623,21876,,4,0,0
REG,2,40885,16476,,4,0,0
REG,2,40885,16476,,4,0,0
HFV,5,35900,20292,,4,0,0
REG,1,21736,13800,,4,0,0
REG,4,13104,21708,,4,0,0
REG,4,13104,21708,,4,0,0
REG,3,33529,19908,,4,0,0
REG,3,33529,19908,,4,0,0
REG,3,33529,19908,,4,0,0
REG,6,22648,25164,,2,0,0
REG,3,18591,15084,,4,0,0
REG,2,17246,10428,,4,0,0
REG,4,13260,12120,,4,0,0
REG,4,13260,12120,,4,0,0
REG,4,36995,25164,,3,0,0
FUPF,3,23342,12120,,4,0,0
FUPF,3,23342,12120,,4,0,0
REG,3,34169,20124,,3,0,0
PHRR,3,25452,17316,,2,0,0
REG,2,18396,12336,Behavioral Health & Counseling,4,0,1
REG,2,18396,12336,,4,0,0
PHRR,3,0,20760,Job Placement for Long Term Unemployed,3,0,1
PHRR,3,0,20760,Job Placement for Long Term Unemployed,3,0,1
PHRR,3,0,20760,,3,0,0
REG,3,21938,22464,,4,0,0
REG,4,3380,18960,,4,0,0
REG,3,25890,18000,,4,0,0
PAV,5,25633,13188,,3,0,0
FUPF,3,12108,14184,,4,0,0
REG,4,19275,23940,,4,0,0
REG,4,19275,23940,,4,0,0
REG,4,19275,23940,,4,0,0
REG,5,16851,19020,,4,0,0
REG,1,41999,18264,,1,0,0
HOPE6,2,73884,25908,,4,0,0
HOPE6,2,73884,25908,,4,0,0
REG,2,28080,19584,,4,0,0
REG,3,11459,21852,,3,0,0
REG,3,9636,18432,,4,0,0
REG,5,28792,23076,,4,0,0
REG,5,28792,23076,,4,0,0
REG,3,38695,19272,,2,0,0
REG,3,38695,19272,,2,0,0
FUPF,2,15420,26124,,3,0,0
REG,2,11276,15600,,2,0,0
PHRR,5,29731,24096,Job Placement for Long Term Unemployed,4,0,1
PHRR,5,29731,24096,,4,0,0
REG,3,27409,19200,,4,0,0
REG,3,27409,19200,,4,0,0
REG,3,27409,19200,,4,0,0
PHRR,1,12162,13188,,3,0,0
PHRR,2,38208,25716,,3,0,0
PHRR,2,38208,25716,,3,0,0
REG,5,15444,19092,,4,0,0
REG,3,20092,24396,,4,0,0
REG,3,20092,24396,,4,0,0
PHRR,1,22086,21768,Job Placement for Long Term Unemployed,0,0,1
REG,3,20247,22800,Adult Literacy,0,0,1
REG,6,26085,23736,,4,0,0
REG,6,26085,23736,,4,0,0
FLOW,2,16256,9912,Job Placement for Long Term Unemployed,4,0,1
HOPE6,3,16443,21804,Senior Services,3,0,1
REG,2,15600,15072,Vocational Counseling,4,0,1
REG,2,15600,15072,,4,0,0
REG,2,22425,19836,,2,0,0
REG,2,25716,13728,,4,0,0
REG,3,16990,13740,,0,0,0
PAV,5,17726,19764,,4,0,0
PAV,5,17726,19764,,4,0,0
REG,2,25078,14928,,4,0,0
RISE II,8,28614,25968,,4,0,0
REG,3,14196,11076,,3,0,0
PHRR,3,17175,20472,,4,0,0
REG,3,10660,16752,,3,0,0
REG,3,34750,18540,Job Placement for Long Term Unemployed,4,0,1
REG,3,34750,18540,Job Placement for Long Term Unemployed,4,0,1
REG,3,34750,18540,,4,0,0
REG,5,46981,14496,,4,0,0
REG,5,46981,14496,,4,0,0
REG,5,46981,14496,,4,0,0
REG,3,16618,15972,,3,0,0
REG,5,22691,23940,,4,0,0
REG,5,22691,23940,,4,0,0
REG,1,13445,19848,,4,0,0
REG,2,7909,12576,,4,0,0
NED,3,9252,30948,,4,0,0
NED,3,9252,30948,,4,0,0
PHRR,2,10609,15072,Employment Prep Placement and Retention Services,4,0,1
PHRR,2,10609,15072,Job Placement for Long Term Unemployed,4,0,1
REG,7,12535,39840,,4,0,0
REG,3,18247,24240,Family Support and Counseling Services,2,0,1
REG,3,24052,16332,Job Placement for Long Term Unemployed; Job Skills Training,3,0,1
REG,5,15652,16008,,4,0,0
REG,3,18980,19764,Job Placement for Long Term Unemployed,2,0,1
REG,3,18980,19764,,2,0,0
REG,7,0,27456,,4,0,0
CRSHP,3,9396,15276,,3,0,0
REG,2,27945,12228,,4,0,0
REG,2,9588,16872,,4,0,0
REG,4,5390,20964,,3,0,0
REG,4,5390,20964,,3,0,0
REG,2,13116,18948,,4,0,0
REG,4,23062,31140,,4,0,0
REG,4,23062,31140,,4,0,0
REG,4,23062,31140,,4,0,0
REG,2,33480,22920,,0,0,0
REG,2,33480,22920,,0,0,0
MS1 (NED-PRE2008),2,41326,17160,,0,0,0
REG,3,14560,19332,,0,0,0
REG,3,14560,19332,,0,0,0
REG,2,11440,13728,,4,0,0
REG,2,11440,13728,,4,0,0
REG,1,17680,12756,,4,0,0
PHRR,1,30551,18852,,0,0,0
REG,3,32563,17316,,3,0,0
REG,3,32563,17316,,3,0,0
FUPF,1,18616,16068,Job Placement for Long Term Unemployed,4,0,1
PHRR,2,8868,20136,,4,0,0
REG,2,10500,19416,,4,0,0
FUPF,3,12519,16968,,0,0,0
REG,2,23263,17700,,4,0,0
REG,2,23263,17700,,4,0,0
REG,2,15386,13008,,4,0,0
NED,3,9636,18180,,4,0,0
NED,3,9636,18180,,4,0,0
REG,5,18980,17064,,4,0,0
REG,5,18980,17064,,4,0,0
REG,4,21840,17676,,4,0,0
FUPF,4,9252,24336,,4,0,0
MS5,5,16944,23076,,4,0,0
MS5,5,16944,23076,,4,0,0
REG,3,19730,20400,,4,0,0
REG,3,19730,20400,,4,0,0
HOPE6,2,32305,17388,,3,0,0
REG,3,10990,20400,,4,0,0
REG,7,25458,22656,,3,0,0
REG,4,23415,21108,,4,0,0
REG,3,6920,14328,,2,0,0
REG,3,6920,14328,,2,0,0
REG,3,6920,14328,,2,0,0
REG,5,9660,18720,,4,0,0
REG,3,27191,14112,,4,0,0
REG,2,9412,16200,,4,0,0
REG,4,18200,22284,,4,0,0
REG,8,8916,23808,,4,0,0
REG,8,8916,23808,,4,0,0
REG,2,21637,14208,Job Placement for Long Term Unemployed,4,0,1
REG,3,14216,14328,,4,0,0
REG,3,14216,14328,,4,0,0
FLOW,2,12480,14928,,3,0,0
PHRR,2,20454,17712,,2,0,0
REG,9,40144,26340,,3,0,0
REG,3,25139,21228,,4,0,0
REG,2,17472,28392,,0,0,0
REG,4,14366,19776,,4,0,0
REG,3,13208,22704,,4,0,0
REG,1,17940,11388,,4,0,0
REG,5,10665,26232,,1,0,0
REG,5,10665,26232,,1,0,0
PHRR,6,14646,22332,Behavioral Health & Counseling,3,0,1
PHRR,6,14646,22332,,3,0,0
REG,4,11122,19152,,4,0,0
REG,4,13850,20136,,1,0,0
REG,4,13850,20136,,1,0,0
REG,4,13850,20136,,1,0,0
REG,3,9932,19092,,4,0,0
FLOW,8,36841,20856,,4,0,0
REG,1,19149,10020,,4,0,0
REG,3,7748,30048,,2,0,0
FLOW,5,21638,19212,,4,0,0
REG,4,24141,20880,,3,0,0
REG,8,19331,24444,,3,0,0
REG,4,18980,21600,,2,0,0
REG,4,18980,21600,,2,0,0
VASH,2,14598,14328,,2,0,0
REG,2,15773,16128,GED Preparation,4,0,1
REG,2,15773,16128,,4,0,0
REG,3,30648,23844,,0,0,0
REG,3,30648,23844,,0,0,0
REG,3,30804,10392,,4,0,0
REG,5,24440,21876,,3,0,0
FUPF,4,10545,20244,,4,0,0
REG,2,10452,17580,,4,0,0
PHRR,5,68818,19908,,3,0,0
PHRR,3,711,21516,Job Placement for Long Term Unemployed,3,0,1
PHRR,3,711,21516,Employment Prep Placement and Retention Services,3,0,1
REG,8,22215,26808,,3,0,0
REG,8,22215,26808,,3,0,0
REG,4,22907,16620,Adult Literacy,4,0,1
PHRR,3,12461,20436,Employment Prep Placement and Retention Services,3,0,1
REG,2,30307,14856,,3,0,0
REG,2,30307,14856,,3,0,0
REG,2,0,11076,Job Placement for Long Term Unemployed,3,0,1
REG,2,0,11076,,3,0,0
REG,4,0,13404,,3,0,0
REG,2,26370,16476,,3,0,0
REG,2,26370,16476,,3,0,0
REG,3,18000,25608,Job Placement for Long Term Unemployed,4,0,1
REG,3,18000,25608,Youth Development Ed and After School Programs,4,0,1
REG,3,10644,19200,,4,0,0
REG,4,37535,25164,,3,0,0
REG,4,22272,17364,,4,0,0
REG,4,37535,25164,,3,0,0
REG,3,9497,21600,,4,0,0
PHRR,3,24081,29208,,1,0,0
REG,2,15160,16692,,4,0,0
REG,5,23920,16404,,4,0,0
REG,2,15160,16692,,4,0,0
REG,3,14503,21564,,3,0,0
REG,2,25676,17268,,4,0,0
REG,2,7440,13608,,3,0,0
PHRR,7,29201,21876,,3,0,0
PHRR,7,29201,21876,,3,0,0
PHRR,7,29201,21876,,3,0,0
PHRR,7,29201,21876,,3,0,0
REG,4,32757,20856,Employment Prep Placement and Retention Services,2,0,1
FUPF,4,23660,24108,,4,0,0
FUPF,4,23660,24108,,4,0,0
PHRR,5,10400,24900,,3,0,0
PHRR,5,10400,24900,,3,0,0
PHRR,5,10400,24900,,3,0,0
REG,2,13085,15468,,3,0,0
REG,3,17648,15900,Job Placement for Long Term Unemployed,4,0,1
REG,3,17648,15900,,4,0,0
REG,1,6500,11388,,4,0,0
REG,4,20556,16800,,4,0,0
REG,3,16732,24372,,4,0,0
REG,3,16732,24372,,4,0,0
REG,3,16732,24372,,4,0,0
REG,2,41346,14868,,4,0,0
REG,3,36907,17448,,3,0,0
REG,3,12896,15660,,3,0,0
REG,3,12896,15660,,3,0,0
REG,2,23574,14208,,4,0,0
REG,5,27936,17976,,4,0,0
REG,5,45532,18000,,3,0,0
REG,5,45532,18000,,3,0,0
REG,4,29019,23424,,4,0,0
REG,4,29019,23424,,4,0,0
REG,2,15172,15588,,3,0,0
PHRR,1,3915,11928,Job Placement for Long Term Unemployed,4,0,1
REG,4,17579,21024,,3,0,0
PHRR,4,27717,23340,,4,0,0
REG,4,3692,21216,,4,0,0
FLOW,4,30675,19476,,4,0,0
REG,1,0,13356,,4,0,0
REG,3,30715,19068,,4,0,0
NED,3,0,13944,Behavioral Health & Counseling,2,0,1
CRSHP,1,0,11496,,4,0,0
REG,1,25913,11328,,4,0,0
REG,3,20092,26280,,4,0,0
REG,2,15334,19644,,4,0,0
REG,3,13284,19200,,2,0,0
REG,3,41923,23688,Job Placement for Long Term Unemployed,3,0,1
REG,4,15821,31752,,0,0,0
FLOW,2,0,13956,,4,0,0
FUPF,2,24960,14688,,4,0,0
PHRR,4,4264,24168,Job Placement for Long Term Unemployed,4,0,1
PHRR,4,4264,24168,Youth Development Ed and After School Programs,4,0,1
REG,4,19211,12984,,4,0,0
FUPF,3,6575,24048,,3,0,0
